"","Publisher","Dagger","Book review link","Author","Primary isbn10","Price","Primary isbn13","Sunday review link","Date","First chapter link","Contributor","Title","AgeGroup","WeeksOnList"
"705","Jove",0,NA,"Nora Roberts","None",4.33,"9.78E+12",NA,2016-05-08,NA,"by Nora Roberts","JEWELS OF THE SUN","Young Adult",1
"706","St. Martin's Griffin",0,NA,"Kylie Scott","1250083273",2.33,"9.78E+12",NA,2016-05-08,NA,"by Kylie Scott","DIRTY","Young Adult",1
"707","Morrow/HarperCollins",0,NA,"Gilly Macmillan","None",8.21,"9.78E+12",NA,2016-05-08,NA,"by Gilly Macmillan","WHAT SHE KNEW","Childhood",1
"708","Berkley",0,NA,"Amanda Quick","069819361X",12.78,"9.78E+12",NA,2016-05-08,NA,"by Amanda Quick"," TIL DEATH DO US PART","Teen",1
"709","St. Martin's",0,NA,"Lisa Scottoline","1250088127",1.12,"9.78E+12",NA,2016-05-01,NA,"by Lisa Scottoline","MOST WANTED","Childhood",1
"710","Oak Press",0,NA,"Bella Andre","1938127897",11.37,"9.78E+12",NA,2016-05-01,NA,"by Bella Andre","NOW THAT I VE FOUND YOU","Childhood",1
"711","Valkyrie Press",0,NA,"Kresley Cole","997215100",14.16,"9.78E+12",NA,2016-05-01,NA,"by Kresley Cole","THE PLAYER","Adult",1
"712","Morrow/HarperCollins",0,NA,"Kristen Pro","62434772",19.52,"9.78E+12",NA,2016-05-01,NA,"by Kristen Proby","LISTEN TO ME","Teen",1
"713","New American Library",0,NA,"J R Ward","None",19.41,"9.78E+12",NA,2016-04-24,NA,"by J. R. Ward","THE BEAST","Young Adult",1
"714","Dell",0,NA,"Diana Gabaldon","1101882522",2.34,"9.78E+12",NA,2016-04-24,NA,"by Diana Gabaldon","VIRGINS","Young Adult",1
"715","Morrow/HarperCollins",0,NA,"Bryan Reardon","62339532",3.8,"9.78E+12",NA,2016-04-24,NA,"by Bryan Reardon","FINDING JAKE","Young Adult",1
"716","Harlequin",0,NA,"Ron Carr","1459292472",3.74,"9.78E+12",NA,2016-04-24,NA,"by Robyn Carr","WHAT WE FIND","Young Adult",1
"717","Harper/HarperCollins",0,NA,"Jacqueline Winspear","62220624",9.1,"9.78E+12",NA,2016-04-17,NA,"by Jacqueline Winspear","JOURNEY TO MUNICH","Young Adult",1
"718","HQN",0,NA,"Linda Lael Miller","1459292529",4.08,"9.78E+12",NA,2016-04-17,NA,"by Linda Lael Miller","ONCE A RANCHER","Adult",1
"719","Grand Central",0,NA,"Jill Shalvis","145558679X",19.49,"9.78E+12",NA,2016-04-17,NA,"by Jill Shalvis","NOBODY BUT YOU","Young Adult",1
"720","HarperCollins",0,NA,"Lisa Scottoline","61797766",1.99,"9.78E+12",NA,2016-04-17,NA,"by Lisa Scottoline","DADDY S GIRL","Young Adult",1
"721","Tijan",0,NA,"Tijan","None",16.5,"A00B01DIE5R3Y",NA,2016-04-17,NA,"by Tijan","LOGAN KADE","Young Adult",1
"722","Howard Books",0,NA,"Karen Kingsbury","1451687540",2.02,"9.78E+12",NA,2016-04-17,NA,"by Karen Kingsbury","A BRUSH OF WINGS","Young Adult",1
"723","Random House",0,"https://www.nytimes.com/2016/04/03/books/review/the-summer-before-the-war-by-helen-simonson.html","Helen Simonson","679644644",19.44,"9.78E+12",NA,2016-04-10,NA,"by Helen Simonson","THE SUMMER BEFORE THE WAR","Teen",1
"724","Grand Central",0,NA,"Nicholas Sparks","759507910",0.11,"9.78E+12",NA,2016-04-10,NA,"by Nicholas Sparks","THE WEDDING","Adult",1
"725","Berkley",0,NA,"Christine Feehan","None",9.96,"9.78E+12",NA,2016-04-03,NA,"by Christine Feehan","DARK PROMISES","Adult",1
"726","InterMix",0,NA,"Nora Roberts","None",19.71,"9.78E+12",NA,2016-04-03,NA,"by Nora Roberts","PLAYING THE ODDS","Adult",1
"727","Loveswept",0,NA,"Sawyer Bennett","1101968109",8.79,"9.78E+12",NA,2016-04-03,NA,"by Sawyer Bennett","HAWKE","Adult",1
"728","Putnam",0,NA,"Randy Wayne White","039917351X",6.87,"9.78E+12",NA,2016-04-03,NA,"by Randy Wayne White","DEEP BLUE","Adult",1
"729","Harper",0,NA,"Anne Hillerman","62270532",6.1,"9.78E+12",NA,2016-03-27,NA,"by Anne Hillerman","ROCK WITH WINGS","Childhood",1
"730","Atlantic Monthly",0,NA,"Donna Leon","802190316",19.73,"9.78E+12",NA,2016-03-27,NA,"by Donna Leon","THE WATERS OF ETERNAL YOUTH","Adult",1
"731","Touchstone",0,NA,"J A Jance","1501110764",18.49,"9.78E+12",NA,2016-03-27,NA,"by J. A. Jance","CLAWBACK","Young Adult",1
"732","Roc",0,NA,"Anne Bishop","698190424",0.24,"9.78E+12",NA,2016-03-27,NA,"by Anne Bishop","MARKED IN FLESH","Teen",1
"733","Touchstone",0,NA,"Kathleen Grissom","1439160120",1.98,"9.78E+12",NA,2016-03-20,NA,"by Kathleen Grissom","THE KITCHEN HOUSE","Young Adult",1
"734","Scribner",0,NA,"Colm Toibin","1501106473",10.82,"9.78E+12","https://www.nytimes.com/2009/05/03/books/review/Schillinger-t.html",2016-03-20,"https://www.nytimes.com/2009/05/03/books/chapter-brooklyn.html","by Colm Toibin","BROOKLYN","Adult",1
"735","Avon",0,NA,"Lynsay Sands","62316052",12.41,"9.78E+12",NA,2016-03-13,NA,"by Lynsay Sands","RUNAWAY VAMPIRE","Teen",1
"736","Ballantine",0,NA,"Tess Gerritsen","345549635",15.87,"9.78E+12",NA,2016-03-13,NA,"by Tess Gerritsen","GIRL MISSING","Young Adult",1
"737","Kensington",0,NA,"Joanne Fluke","1617732176",9.63,"9.78E+12",NA,2016-03-13,NA,"by Joanne Fluke","WEDDING CAKE MURDER","Teen",1
"738","HQN",0,NA,"Lori Foster","1459292413",16.14,"9.78E+12",NA,2016-03-13,NA,"by Lori Foster","FIGHTING DIRTY","Adult",1
"739","Jove",0,NA,"Nora Roberts","None",19.76,"9.78E+12",NA,2016-03-06,NA,"by Nora Roberts","THE NEXT ALWAYS","Young Adult",1
"740","Metal Blonde",0,NA,"Karina Halle","None",18.55,"A00B01BMKXYNQ",NA,2016-03-06,NA,"by Karina Halle","THE LIE","Adult",1
"741","Del Rey",0,NA,"Pierce Brown","345539850",5.43,"9.78E+12",NA,2016-02-28,NA,"by Pierce Brown","MORNING STAR","Childhood",1
"742","Putnam",0,NA,"Alex Berenson","None",1.98,"9.78E+12",NA,2016-02-28,NA,"by Alex Berenson","THE WOLVES","Adult",1
"743","Vintage",0,NA,"P D James","307758982",1.31,"9.78E+12",NA,2016-02-28,NA,"by P. D. James","A TASTE FOR DEATH","Adult",1
"744","Gallery Books",0,NA,"Christina Lauren","1476777993",3.75,"9.78E+12",NA,2016-02-21,NA,"by Christina Lauren","WICKED SEXY LIAR","Childhood",1
"745","Jove",0,NA,"Christine Feehan","None",11.84,"9.78E+12",NA,2016-02-14,NA,"by Christine Feehan","SPIDER GAME","Young Adult",1
"746","Tor/Tom Doherty",0,NA,"Brandon Sanderson","146686267X",0.02,"9.78E+12",NA,2016-02-14,NA,"by Brandon Sanderson","THE BANDS OF MOURNING","Teen",1
"747","Avon",0,NA,"Eloisa James","62389440",9.68,"9.78E+12",NA,2016-02-14,NA,"by Eloisa James","MY AMERICAN DUCHESS","Teen",1
"748","Del Rey",0,NA,"Kevin Hearne","345548523",13.11,"9.78E+12",NA,2016-02-14,NA,"by Kevin Hearne","STAKED","Childhood",1
"749","Simon & Schuster",0,NA,"Sandra Brown","1416563229",4.01,"9.78E+12",NA,2016-02-14,NA,"by Sandra Brown","TOUGH CUSTOMER","Adult",1
"750","Delacorte",0,NA,"Karen Marie Moning","440339820",13.29,"9.78E+12",NA,2016-02-07,NA,"by Karen Marie Moning","FEVERBORN","Teen",1
"751","Harper",0,NA,"Bernard Cornwell","62250965",11.05,"9.78E+12",NA,2016-02-07,NA,"by Bernard Cornwell","WARRIORS OF THE STORM","Teen",1
"752","Elle Kennedy",0,NA,"Elle Kennedy","None",14.88,"9.78E+12",NA,2016-01-31,NA,"by Elle Kennedy","THE SCORE","Childhood",1
"753","Kristen Ashley",0,NA,"Kristen Ashley",NA,7.83,"A00B0182LT4L4",NA,2016-01-31,NA,"by Kristen Ashley","SEBRING","Young Adult",1
"754","Dutton",0,NA,"Tami Hoag","698190831",16.71,"9.78E+12",NA,2016-01-31,NA,"by Tami Hoag","THE BITTER SEASON","Young Adult",1
"755","Morrow/HarperCollins",0,NA,"Jay Crownover","006238595X",4.97,"9.78E+12",NA,2016-01-24,NA,"by Jay Crownover","BUILT","Young Adult",1
"756","Kensington",0,NA,"Fern Michaels","None",17.72,"9.78E+12",NA,2016-01-17,NA,"by Fern Michaels","POINT BLANK","Young Adult",1
"757","Dutton",0,NA,"Brad Taylor","698404149",13.84,"9.78E+12",NA,2016-01-17,NA,"by Brad Taylor","THE FORGOTTEN SOLDIER","Young Adult",1
"758","HQN",0,NA,"Kristan Higgins","1460391896",18.33,"9.78E+12",NA,2016-01-17,NA,"by Kristan Higgins","ANYTHING FOR YOU","Young Adult",1
"759","Morrow/HarperCollins",0,NA,"James Rollins","62381636",7.4,"9.78E+12",NA,2016-01-03,NA,"by James Rollins","THE BONE LABYRINTH","Teen",1
"760","Berkley",0,NA,"Jayne Ann Krentz",NA,12.3,"9.78E+12",NA,2015-12-27,NA,"by Jayne Ann Krentz","SECRET SISTERS","Young Adult",1
"761","Signet",0,NA,"J R Ward",NA,0.67,"9.78E+12",NA,2015-12-20,NA,"by J. R. Ward","BLOOD KISS","Childhood",1
"762","Jove",0,NA,"Christine Feehan","None",12.95,"9.78E+12",NA,2015-12-13,NA,"by Christine Feehan","WILD CAT","Young Adult",1
"763","Kendall Ryan",0,NA,"Kendall Ryan","None",0.08,"A00B014X8XL1Y",NA,2015-12-06,NA,"by Kendall Ryan","MONSTER         ","Childhood",1
"764","Simon & Schuster",0,NA,"Richard Paul Evans","1501119796",11.55,"9.78E+12",NA,2015-12-06,NA,"by Richard Paul Evans","THE MISTLETOE INN","Adult",1
"765","Morrow/HarperCollins",0,NA,"Kim van Alkemade","62338315",5.62,"9.78E+12",NA,2015-12-06,NA,"by Kim van Alkemade","ORPHAN  8","Young Adult",1
"766","Atria",0,NA,"Colleen Hoover","1501110357",12.21,"9.78E+12",NA,2015-11-29,NA,"by Colleen Hoover","9 Nov","Young Adult",1
"767","Berkley",0,NA,"Joanna Wylde","None",18.54,"9.78E+12",NA,2015-11-29,NA,"by Joanna Wylde","REAPER S FALL","Young Adult",1
"768","Simon & Schuster",0,NA,"John Irving","1451664168",11.46,"9.78E+12","https://www.nytimes.com/2015/11/29/books/review/john-irvings-avenue-of-mysteries.html",2015-11-22,NA,"by John Irving","AVENUE OF MYSTERIES","Young Adult",1
"769","Crown Archetype",0,NA,"Gillian Flynn","080418898X",15.98,"9.78E+12",NA,2015-11-22,NA,"by Gillian Flynn","THE GROWNUP","Childhood",1
"770","Berkley",0,NA,"Marie Force","None",6.01,"9.78E+12",NA,2015-11-22,NA,"by Marie Force","IT S ONLY LOVE","Young Adult",1
"771","Viking",0,NA,"Elizabeth George",NA,17.76,"9.78E+12",NA,2015-11-15,NA,"by Elizabeth George","A BANQUET OF CONSEQUENCES","Young Adult",1
"772","Forever",0,NA,"Kristen Ashley","1455533246",17.1,"9.78E+12",NA,2015-11-15,NA,"by Kristen Ashley","WALK THROUGH FIRE","Young Adult",1
"773","Berkley",0,NA,"Maya Banks","None",16.74,"9.78E+12",NA,2015-11-15,NA,"by Maya Banks","DARKEST BEFORE DAWN","Teen",1
"774","Avon",0,NA,"Lisa Kleypas","None",1.44,"9.78E+12",NA,2015-11-15,NA,"by Lisa Kleypas","COLD HEARTED RAKE","Young Adult",1
"775","Pantheon",0,NA,"Alexander McCall Smith","None",12.48,"9.78E+12",NA,2015-11-15,NA,"by Alexander McCall Smith","THE WOMAN WHO WALKED IN SUNSHINE","Childhood",1
"776","St. Martin's",0,NA,"Lisa Scottoline","1250027942",10.21,"9.78E+12",NA,2015-11-15,NA,"by Lisa Scottoline","CORRUPTED","Teen",1
"777","Atria",0,NA,"Kate Morton","1451649371",1.32,"9.78E+12",NA,2015-11-08,NA,"by Kate Morton","THE LAKE HOUSE","Childhood",1
"778","Harper Perennial/HarperCollins",0,NA,"Joseph Fink and Jeffrey Cranor","62351427",4.48,"9.78E+12",NA,2015-11-08,NA,"by Joseph Fink and Jeffrey Cranor","WELCOME TO NIGHT VALE","Teen",1
"779","Tijan",0,NA,"Tijan","None",11.63,"A00B016TO0AOG",NA,2015-11-08,NA,"by Tijan","KIAN","Adult",1
"780","Putnam",0,NA,"Stuart Woods","None",7.24,"9.78E+12",NA,2015-11-01,NA,"by Stuart Woods","FOREIGN AFFAIRS","Adult",1
"781","Knopf",0,NA,"Garth Risk Hallberg","385353774",18.9,"9.78E+12","https://www.nytimes.com/2015/10/11/books/review/garth-risk-hallbergs-city-on-fire.html",2015-11-01,NA,"by Garth Risk Hallberg","CITY ON FIRE","Young Adult",1
"782","Tor/Tom Doherty",0,NA,"David Weber","142994983X",1.13,"9.78E+12",NA,2015-11-01,NA,"by David Weber","HELL S FOUNDATIONS QUIVER","Young Adult",1
"783","Tor/Tom Doherty",0,NA,"Brandon Sanderson","1466862661",0.01,"9.78E+12",NA,2015-10-25,NA,"by Brandon Sanderson","SHADOWS OF SELF","Adult",1
"784","Ballantine",0,NA,"Debbie Macomber","553391704",5.8,"9.78E+12",NA,2015-10-25,NA,"by Debbie Macomber","DASHING THROUGH THE SNOW","Childhood",1
"785","Putnam",0,NA,"John Sandford and Ctein","698411676",4.35,"9.78E+12",NA,2015-10-25,NA,"by John Sandford and Ctein","SATURN RUN","Young Adult",1
"786","ROC",0,NA,"Jim Butcher","698138007",13.77,"9.78E+12",NA,2015-10-18,NA,"by Jim Butcher","THE AERONAUT S WINDLASS","Teen",1
"787","Jove",0,NA,"J D Robb and others","None",17.3,"9.78E+12",NA,2015-10-18,NA,"by J. D. Robb and others","DOWN THE RABBIT HOLE","Young Adult",1
"788","Avon",0,NA,"Lynsay Sands","None",0.6,"9.78E+12",NA,2015-10-18,NA,"by Lynsay Sands","ABOUT A VAMPIRE","Teen",1
"789","St. Martin's",0,NA,"Iris Johansen","None",14.03,"9.78E+12",NA,2015-10-18,NA,"by Iris Johansen","SHADOW PLAY","Teen",1
"790","Mira",0,NA,"Heather Graham","None",3.33,"9.78E+12",NA,2015-10-18,NA,"by Heather Graham","THE HIDDEN","Young Adult",1
"791","Ballantine",0,NA,"Kristin Hannah","307756963",15.7,"9.78E+12",NA,2015-10-11,NA,"by Kristin Hannah","ANGEL FALLS","Childhood",1
"792","Ballantine",0,NA,"Debbie Macomber","None",2.92,"9.78E+12",NA,2015-10-11,NA,"by Debbie Macomber","THE WAY TO A MAN S HEART","Adult",1
"793","Kingswell",0,NA,"Richard Castle","1484720342",13.52,"9.78E+12",NA,2015-10-11,NA,"by Richard Castle","RAGING HEAT","Young Adult",1
"794","Forever",0,NA,"Meredith Wild","1455591742",10.41,"9.78E+12",NA,2015-10-04,NA,"by Meredith Wild","HARD LOVE","Teen",1
"795","Carina",0,NA,"Marie Force","142689998X",14.1,"9.78E+12",NA,2015-10-04,NA,"by Marie Force","FATAL FRENZY","Childhood",1
"796","Morrow/HarperCollins",0,NA,"J A Jance","62297686",5.29,"9.78E+12",NA,2015-09-27,NA,"by J. A. Jance","DANCE OF THE BONES","Adult",1
"797","Putnam",0,NA,"Reed Farrel Coleman","None",10.12,"9.78E+12",NA,2015-09-27,NA,"by Reed Farrel Coleman","ROBERT B  PARKER S THE DEVIL WINS","Adult",1
"798","Putnam",0,NA,"Clive Cussler and Russell Blake","698192095",16.45,"9.78E+12",NA,2015-09-20,NA,"by Clive Cussler and Russell Blake","THE SOLOMON CURSE","Teen",1
"799","Berkley",0,NA,"Christine Feehan","None",3.59,"9.78E+12",NA,2015-09-20,NA,"by Christine Feehan","DARK GHOST","Adult",1
"800","Signet",0,NA,"Mary Balogh","698156102",17.29,"9.78E+12",NA,2015-09-20,NA,"by Mary Balogh","ONLY A KISS","Teen",1
"801","Minotaur",0,NA,"Louise Penny","1250022096",2.2,"9.78E+12",NA,2015-09-13,NA,"by Louise Penny","THE NATURE OF THE BEAST","Adult",1
"802","Touchstone",0,NA,"Philippa Gregory","1476758824",17.43,"9.78E+12",NA,2015-09-13,NA,"by Philippa Gregory","THE TAMING OF THE QUEEN","Young Adult",1
"803","JMC Creations",0,NA,"JS Cooper","1940218403",10.29,"9.78E+12",NA,2015-09-06,NA,"by J.S. Cooper","FOUR WEEK FIANC  ","Adult",1
"804","HTJB",0,NA,"Marie Force","1942295332",5.71,"9.78E+12",NA,2015-09-06,NA,"by Marie Force","LOVE AFTER DARK","Adult",1
"805","HarperCollins",0,"https://www.nytimes.com/2004/12/13/books/13kaku.html","Michael Crichton","006175272X",6.73,"9.78E+12","https://www.nytimes.com/2005/01/30/books/review/30BARCOTT.html",2015-08-30,NA,"by Michael Crichton","STATE OF FEAR","Young Adult",1
"806","Dutton/Penguin Publishing Group",0,NA,"Linda Fairstein",NA,11.39,"9.78E+12",NA,2015-08-30,NA,"by Linda Fairstein","DEVIL S BRIDGE","Young Adult",1
"807","Ace",0,NA,"Ilona Andrews",NA,3.68,"9.78E+12",NA,2015-08-23,NA,"by Ilona Andrews","MAGIC SHIFTS","Young Adult",1
"808","St. Martin's",0,NA,"Sherrilyn Kenyon","1250029953",8.79,"9.78E+12",NA,2015-08-23,NA,"by Sherrilyn Kenyon","DRAGONBANE","Teen",1
"809","Jove",0,NA,"Christine Feehan, Maggie Shayne and Lori Herter","None",13.24,"9.78E+12",NA,2015-08-23,NA,"by Christine Feehan, Maggie Shayne and Lori Herter","EDGE OF DARKNESS","Adult",1
"810","Putnam",0,NA,"W E B Griffin and William E Butterworth IV",NA,8.41,"9.78E+12",NA,2015-08-23,NA,"by W. E. B. Griffin and William E. Butterworth IV","DEADLY ASSETS","Young Adult",1
"811","Harlequin",0,NA,"Susan Mallery","1460384016",11.22,"9.78E+12",NA,2015-08-16,NA,"by Susan Mallery","THRILL ME","Teen",1
"812","Jove",0,NA,"Jayne Castle","None",3.91,"9.78E+12",NA,2015-08-16,NA,"by Jayne Castle","SIREN S CALL","Young Adult",1
"813","Minotaur",0,NA,"C J Box","146688150X",18.57,"9.78E+12",NA,2015-08-16,NA,"by C. J. Box","BADLANDS","Young Adult",1
"814","Zebra/Mulholland",0,NA,"Lisa Jackson","1420136062",13.47,"9.78E+12",NA,2015-08-16,NA,"by Lisa Jackson","NEVER DIE ALONE","Teen",1
"815","NAL",0,NA,"JR Ward","None",2.62,"9.78E+12",NA,2015-08-16,NA,"by  J.R. Ward","THE BOURBON KINGS","Adult",1
"816","Bantam",0,NA,"Kathy Reichs","345544056",7.54,"9.78E+12",NA,2015-08-09,NA,"by Kathy Reichs","SPEAKING IN BONES","Adult",1
"817","Crown",0,NA,"Ernest Cline","804137250",6.05,"9.78E+12",NA,2015-08-02,NA,"by Ernest Cline","ARMADA","Young Adult",1
"818","Jove",0,NA,"Christine Feehan","None",16.11,"9.78E+12",NA,2015-07-26,NA,"by Christine Feehan","EARTH BOUND","Childhood",1
"819","Forever",0,NA,"Kristen Ashley",NA,9.4,"9.78E+12",NA,2015-07-19,NA,"by Kristen Ashley","RIDE STEADY","Adult",1
"820","Dutton",0,NA,"Brad Taylor",NA,8.83,"9.78E+12",NA,2015-07-19,NA,"by Brad Taylor","THE INSIDER THREAT","Teen",1
"821","HQN",0,NA,"Susan Mallery","None",1.59,"9.78E+12",NA,2015-07-19,NA,"by Susan Mallery","KISS ME","Young Adult",1
"822","Zebra",0,NA,"Fern Michaels","1420135953",7.47,"9.78E+12",NA,2015-07-19,NA,"by Fern Michaels","IN PLAIN SIGHT","Young Adult",1
"823","Bantam",0,NA,"Janet Evanovich and Phoef Sutton","553392727",7.76,"9.78E+12",NA,2015-07-12,NA,"by Janet Evanovich and Phoef Sutton","WICKED CHARMS","Adult",1
"824","Avon",0,NA,"Maya Banks","62312510",7.81,"9.78E+12",NA,2015-07-12,NA,"by Maya Banks","SAFE AT LAST","Adult",1
"825","Ballantine",0,NA,"Jude Deveraux","345541863",4.79,"9.78E+12",NA,2015-07-12,NA,"by Jude Deveraux","EVER AFTER","Young Adult",1
"826","Berkley",0,NA,"Laurell K Hamilton","698140303",15.79,"9.78E+12",NA,2015-06-28,NA,"by Laurell K. Hamilton","DEAD ICE","Adult",1
"827","Signet",0,NA,"Mary Balogh","None",0.32,"9.78E+12",NA,2015-06-28,NA,"by Mary Balogh","ONLY A PROMISE","Young Adult",1
"828","Denise Grover Swank",0,NA,"Denise Grover Swank","1939996236",7.98,"9.78E+12",NA,2015-06-28,NA,"by Denise Grover Swank","THE SUBSTITUTE","Adult",1
"829","Dutton",0,NA,"Joseph Finder","069819084X",7.77,"9.78E+12","https://www.nytimes.com/2015/06/14/books/review/the-fixer-by-joseph-finder.html",2015-06-28,NA,"by Joseph Finder","THE FIXER","Adult",1
"830","Signet",0,NA,"K Bromberg","None",9.16,"9.78E+12",NA,2015-06-21,NA,"by K. Bromberg","SWEET ACHE","Young Adult",1
"831","Berkley",0,NA,"Nalini Singh","None",5.93,"9.78E+12",NA,2015-06-21,NA,"by Nalini Singh","SHARDS OF HOPE","Childhood",1
"832","Mira",0,NA,"Stephanie Laurens","992278988",16.06,"9.78E+12",NA,2015-06-14,NA,"by Stephanie Laurens","A MATCH FOR MARCUS CYNSTER","Young Adult",1
"833","Harlequin",0,NA,"Linda Lael Miller","1460381807",17.43,"9.78E+12",NA,2015-06-14,NA,"by Linda Lael Miller","THE MARRIAGE SEASON","Adult",1
"834","Sydney Landon",0,NA,"Sydney Landon","None",18.89,"A00B00U1X88OQ",NA,2015-06-14,NA,"by Sydney Landon","MENDED","Young Adult",1
"835","Atria Books",0,NA,"Lisa Jewell","1476703019",5.46,"9.78E+12",NA,2015-06-14,NA,"by Lisa Jewell","THE HOUSE WE GREW UP IN","Young Adult",1
"836","Zebra",0,NA,"Kat Martin","None",13.51,"9.78E+12",NA,2015-06-14,NA,"by Kat Martin","AGAINST THE TIDE","Teen",1
"837","Doubleday",0,NA,"Lincoln Child","385531419",14.23,"9.78E+12",NA,2015-05-31,NA,"by Lincoln Child","THE FORGOTTEN ROOM","Childhood",1
"838","Viking",0,NA,"Craig Johnson","698157516",4.03,"9.78E+12",NA,2015-05-31,NA,"by Craig Johnson","DRY BONES","Teen",1
"839","Grand Central",0,NA,"Jeffery Deaver","145551716X",11.13,"9.78E+12",NA,2015-05-31,NA,"by Jeffery Deaver","SOLITUDE CREEK","Adult",1
"840","Hoover Ink",0,NA,"Colleen Hoover and Tarryn Fisher","None",12.47,"A00B00TUXIF9G",NA,2015-05-31,NA,"by Colleen Hoover and Tarryn Fisher","NEVER NEVER","Young Adult",1
"841","Jove",0,NA,"Christine Feehan","None",2.16,"9.78E+12",NA,2015-05-24,NA,"by Christine Feehan","CAT S LAIR","Teen",1
"842","Atria",0,NA,"John Lescroart",NA,11.7,"9.78E+12",NA,2015-05-24,NA,"by John Lescroart","THE FALL","Adult",1
"843","HQN",0,NA,"Susan Mallery","None",12.92,"9.78E+12",NA,2015-05-17,NA,"by Susan Mallery","HOLD ME","Adult",1
"844","St. Martin's",0,NA,"Iris Johansen","1250020077",3.77,"9.78E+12",NA,2015-05-17,NA,"by Iris Johansen","YOUR NEXT BREATH","Young Adult",1
"845","Elle Kennedy",0,NA,"Elle Kennedy","None",9.16,"9.78E+12",NA,2015-05-17,NA,"by Elle Kennedy","THE MISTAKE","Childhood",1
"846","Denise Grover Swank",0,NA,"Denise Grover Swank","1939996260",18.35,"9.78E+12",NA,2015-05-17,NA,"by Denise Grover Swank","THIRTY FOUR AND A HALF PREDICAMENTS","Young Adult",1
"847","Rerum Industries",0,NA,"R L Mathewson","988573237",11.32,"9.78E+12",NA,2015-05-17,NA,"by R. L. Mathewson","DOUBLE DARE","Young Adult",1
"848","Putnam",0,NA,"Amanda Quick","1101621044",18.84,"9.78E+12",NA,2015-05-10,NA,"by Amanda Quick","GARDEN OF LIES","Young Adult",1
"849","Morrow/HarperCollins",0,NA,"Jay Crownover","62333089",14.89,"9.78E+12",NA,2015-05-10,NA,"by Jay Crownover","ASA","Young Adult",1
"850","InterMix",0,NA,"Penelope Douglas","None",14.34,"9.78E+12",NA,2015-05-10,NA,"by Penelope Douglas","AFLAME","Young Adult",1
"851","Simon & Schuster",0,NA,"Christina Lauren","1476778019",10.91,"9.78E+12",NA,2015-05-03,NA,"by Christina Lauren","BEAUTIFUL SECRET","Adult",1
"852","Aurora Rose Reynolds",0,NA,"Aurora Rose Reynolds","None",19.53,"A00B00VNAB1MW",NA,2015-05-03,NA,"by Aurora Rose Reynolds","UNTIL JULY","Young Adult",1
"853","Ballantine",0,NA,"Jude Deveraux","None",18.87,"9.78E+12",NA,2015-05-03,NA,"by Jude Deveraux","TRUE LOVE","Teen",1
"854","Jove",0,NA,"Kay Hooper","None",3.53,"9.78E+12",NA,2015-04-26,NA,"by Kay Hooper","A DEADLY WEB","Teen",1
"855","Atria",0,NA,"Abbi Glines","1476776105",10.92,"9.78E+12",NA,2015-04-26,NA,"by Abbi Glines","WHEN I M GONE","Adult",1
"856","Atlantic Monthly",0,NA,"Donna Leon","802191835",12.9,"9.78E+12",NA,2015-04-26,NA,"by Donna Leon","FALLING IN LOVE","Adult",1
"857","Oak Press",0,NA,"Bella Andre","1938127595",2.1,"9.78E+12",NA,2015-04-26,NA,"by Bella Andre","ALL I EVER NEED IS YOU","Childhood",1
"858","Berkley",0,NA,"Jill Shalvis",NA,0.76,"9.78E+12",NA,2015-04-26,NA,"by Jill Shalvis","STILL THE ONE","Young Adult",1
"859","Berkley",0,NA,"Joanna Wylde","None",15.42,"9.78E+12",NA,2015-04-26,NA,"by Joanna Wylde","SILVER BASTARD","Young Adult",1
"860","New American Library",0,NA,"J R Ward","None",19.15,"9.78E+12",NA,2015-04-19,NA,"by J. R. Ward","THE SHADOWS","Teen",1
"861","Minotaur",0,NA,"Steve Berry","1466862602",2.21,"9.78E+12",NA,2015-04-19,NA,"by Steve Berry","THE PATRIOT THREAT","Young Adult",1
"862","St. Martin's Griffin",0,NA,"Kylie Scott","1466854227",8.04,"9.78E+12",NA,2015-04-19,NA,"by Kylie Scott","DEEP","Childhood",1
"863","Avon",0,NA,"Eloisa James","None",0.55,"9.78E+12",NA,2015-04-19,NA,"by Eloisa James","FOUR NIGHTS WITH THE DUKE","Childhood",1
"864","Del Rey",0,NA,"Peter V Brett","804177473",8.29,"9.78E+12",NA,2015-04-19,NA,"by Peter V. Brett","THE SKULL THRONE","Young Adult",1
